artist_name,artist_url,works,work_urls,category
Charles Moulton,https://ubu.com/dance/moulton.html,Nine Person Precision Ball Passing,https://ubu.com/dance/moulton_nine.html,Dance
Ko Murobushi,https://ubu.com/dance/murobushi.html,The Centaur & The Animal (2012),https://ubu.com/dance/murobushi_centaur.html,Dance
Vaslav Nijinsky,https://ubu.com/dance/nijinsky.html,Le Sacre du printemps - Original 1913 ballet - Joffrey historic recording (1989),https://ubu.com/dance/nijinsky_sacre.html,Dance
John Neumeier,https://ubu.com/dance/neumeier.html,Death in Venice,https://ubu.com/dance/neumeier_venice.html,Dance
Okwui Okpokwasili,https://ubu.com/dance/okpokwasili.html,Bronx Gothic (2014),https://ubu.com/dance/okpokwasili_bronx.html,Dance
Dimitris Papaioannou,https://ubu.com/dance/papaioannou.html,2,https://ubu.com/dance/papaioannou_2.html,Dance
David Parsons,https://ubu.com/dance/parsons.html,Caught,https://ubu.com/dance/parsons_caught.html,Dance
Steve Paxton,https://ubu.com/dance/paxton.html,"Contact at 10th & 2nd (1983), Swimming in Gravity : Lecture by Steve Paxton (2019)","https://ubu.com/dance/paxton_contact_at_10th.html, https://ubu.com/dance/paxton_swimming.html",Dance
Angelin Preljoçaj,https://ubu.com/dance/preljocaj.html,"MC/14-22 (Ceci est mon corps), The Rite of Spring, Blanche Neige (Snow White), Siddharta","https://ubu.com/dance/preljocaj_mc.html, https://ubu.com/dance/preljocaj_rite.html, https://ubu.com/dance/preljocaj_blanche.html, https://ubu.com/dance/preljocaj_siddharta.html",Dance
Yvonne Rainer,https://ubu.com/film/rainer_hand-movie.html,"Back to Dance with Camera in UbuWeb Film, Back to Yvonne Rainer in UbuWeb Film, Hand Movie (1966)","https://ubu.com/film/dance-with-camera.html, https://ubu.com/film/rainer.html, https://ubu.com/media/video/Rainer-Yvonne_Hand-Movie_1966.mp4",Dance
La Ribot,https://ubu.com/film/ribot.html,"Laughing Hole (2006), La Ribot Distinguida","https://ubu.com/film/ribot_laughing.html, https://ubu.com/film/ribot_distinguida.html",Dance
Joachim Schloemer,https://ubu.com/dance/schloemer.html,The Day I Go To The Body,https://ubu.com/dance/schloemer_body.html,Dance
Fatboy Slim,https://ubu.com/film/fatboy-slim_weapon-of-choice.html,"Back to Dance with Camera in UbuWeb Film, Weapon of Choice (2001)","https://ubu.com/film/dance-with-camera.html, https://ubu.com/media/video/Fatboy-Slim_Weapon-of-Choice_2001.mp4",Dance
Meg Stuart,https://ubu.com/dance/stuart.html,Alibi (2001),https://ubu.com/dance/stuart_alibi.html,Dance
Saburo Teshigawara,https://ubu.com/dance/teshigawara.html,Para Dice (2002),https://ubu.com/dance/teshigawara_dice.html,Dance
Twyla Tharp,https://ubu.com/dance/tharp.html,Twyla Tharp & David Byrne - The Catherine Wheel (1982),https://ubu.com/dance/tharp_upper.html,Dance
Wim Vandekeybus,https://ubu.com/dance/vandekeybus.html,"Roseland, La Mentira, Body, Body On the Wall, In Spite of Wishing and Wanting, Blush","https://ubu.com/dance/vandekeybus_roseland.html, https://ubu.com/dance/vandekeybus_mentira.html, https://ubu.com/dance/vandekeybus_body.html, https://ubu.com/dance/vandekeybus_wishing.html, https://ubu.com/dance/vandekeybus_blush.html",Dance
Sasha Waltz,https://ubu.com/dance/waltz.html,"S, Körper, noBody, insideout, Impromptus, Dido and Aeneas","https://ubu.com/dance/waltz_s.html, https://ubu.com/dance/waltz_koerper.html, https://ubu.com/dance/waltz_nobody.html, https://ubu.com/dance/waltz_inside.html, https://ubu.com/dance/waltz_impromptus.html, https://ubu.com/dance/waltz_dido.html",Dance
Flora Wiegmann,https://ubu.com/film/wiegmann_adaptive-lines.html,"Back to Dance with Camera in UbuWeb Film, Adaptive Lines (2007)","https://ubu.com/film/dance-with-camera.html, https://ubu.com/media/video/Weigmann-Flora_Adaptive-Lines_2007.mp4",Dance
